year,district,contact_type_cd,sex_code_cd,race_code_cd,age_group,count
2019,15,INVSTG,F,WHT,19-30,17
2019,15,INVSTG,F,WHT,30-40,12
2019,15,INVSTG,F,WHT,40-50,6
2019,15,INVSTG,F,WHT,50-60,3
2019,15,INVSTG,F,WHT,Juvenile,1
2019,15,INVSTG,F,WWH,19-30,22
2019,15,INVSTG,F,WWH,30-40,10
2019,15,INVSTG,F,WWH,40-50,5
2019,15,INVSTG,F,WWH,50-60,1
2019,15,INVSTG,F,WWH,Juvenile,5
2019,15,INVSTG,M,API,19-30,4
2019,15,INVSTG,M,API,30-40,1
2019,15,INVSTG,M,API,40-50,1
2019,15,INVSTG,M,API,50-60,2
2019,15,INVSTG,M,API,Juvenile,1
2019,15,INVSTG,M,BLK,19-30,1848
2019,15,INVSTG,M,BLK,30-40,832
2019,15,INVSTG,M,BLK,40-50,515
2019,15,INVSTG,M,BLK,50-60,443
2019,15,INVSTG,M,BLK,60 or older,162
2019,15,INVSTG,M,BLK,Juvenile,623
2019,15,INVSTG,M,I,19-30,1
2019,15,INVSTG,M,I,30-40,1
2019,15,INVSTG,M,P,50-60,2
2019,15,INVSTG,M,WHT,19-30,27
2019,15,INVSTG,M,WHT,30-40,22
2019,15,INVSTG,M,WHT,40-50,19
2019,15,INVSTG,M,WHT,50-60,12
2019,15,INVSTG,M,WHT,60 or older,2
2019,15,INVSTG,M,WWH,19-30,130
2019,15,INVSTG,M,WWH,30-40,55
2019,15,INVSTG,M,WWH,40-50,19
2019,15,INVSTG,M,WWH,50-60,14
2019,15,INVSTG,M,WWH,60 or older,3
2019,15,INVSTG,M,WWH,Juvenile,21
2019,15,INVSTG,X,BLK,40-50,1
2019,16,GANGLTR,F,WHT,30-40,1
2019,16,GANGLTR,M,WHT,40-50,1
2019,16,INVSTG,F,API,19-30,11
2019,16,INVSTG,F,API,30-40,1
2019,16,INVSTG,F,API,40-50,1
2019,16,INVSTG,F,API,50-60,1
2019,16,INVSTG,F,API,Juvenile,8
2019,16,INVSTG,F,BLK,19-30,20
2019,16,INVSTG,F,BLK,30-40,12
2019,16,INVSTG,F,BLK,40-50,7
2019,16,INVSTG,F,BLK,50-60,4
2019,16,INVSTG,F,BLK,60 or older,1
2019,16,INVSTG,F,BLK,Juvenile,27
2019,16,INVSTG,F,I,Juvenile,1
2019,16,INVSTG,F,P,19-30,1
2019,16,INVSTG,F,P,Juvenile,4
2019,16,INVSTG,F,WHI,19-30,1
2019,16,INVSTG,F,WHT,19-30,73
2019,16,INVSTG,F,WHT,30-40,49
2019,16,INVSTG,F,WHT,40-50,23
2019,16,INVSTG,F,WHT,50-60,28
2019,16,INVSTG,F,WHT,60 or older,12
2019,16,INVSTG,F,WHT,Juvenile,123
2019,16,INVSTG,F,WWH,19-30,70
2019,16,INVSTG,F,WWH,30-40,19
2019,16,INVSTG,F,WWH,40-50,12
2019,16,INVSTG,F,WWH,50-60,3
2019,16,INVSTG,F,WWH,60 or older,1
2019,16,INVSTG,F,WWH,Juvenile,180
2019,16,INVSTG,M,API,19-30,22
2019,16,INVSTG,M,API,30-40,8
2019,16,INVSTG,M,API,40-50,7
2019,16,INVSTG,M,API,50-60,4
2019,16,INVSTG,M,API,60 or older,2
2019,16,INVSTG,M,API,Juvenile,32
2019,16,INVSTG,M,BLK,19-30,141
2019,16,INVSTG,M,BLK,30-40,96
2019,16,INVSTG,M,BLK,40-50,71
2019,16,INVSTG,M,BLK,50-60,58
2019,16,INVSTG,M,BLK,60 or older,20
2019,16,INVSTG,M,BLK,Juvenile,122
2019,16,INVSTG,M,I,19-30,4
2019,16,INVSTG,M,I,30-40,1
2019,16,INVSTG,M,I,50-60,1
2019,16,INVSTG,M,P,19-30,4
2019,16,INVSTG,M,P,40-50,4
2019,16,INVSTG,M,P,Juvenile,16
2019,16,INVSTG,M,WHI,40-50,1
2019,16,INVSTG,M,WHT,19-30,378
2019,16,INVSTG,M,WHT,30-40,210
2019,16,INVSTG,M,WHT,40-50,260
2019,16,INVSTG,M,WHT,50-60,175
2019,16,INVSTG,M,WHT,60 or older,96
2019,16,INVSTG,M,WHT,Juvenile,280
2019,16,INVSTG,M,WWH,19-30,336
2019,16,INVSTG,M,WWH,30-40,113
2019,16,INVSTG,M,WWH,40-50,87
2019,16,INVSTG,M,WWH,50-60,41
2019,16,INVSTG,M,WWH,60 or older,24
2019,16,INVSTG,M,WWH,Juvenile,334
2019,16,INVSTG,X,WHT,30-40,1
2019,16,INVSTG,X,WWH,50-60,1
2019,16,INVSTG,X,WWH,Juvenile,2
2019,17,INVSTG,F,API,19-30,6
2019,17,INVSTG,F,API,30-40,1
2019,17,INVSTG,F,API,40-50,1
2019,17,INVSTG,F,API,50-60,3
2019,17,INVSTG,F,API,Juvenile,6
2019,17,INVSTG,F,BLK,19-30,26
2019,17,INVSTG,F,BLK,30-40,10
2019,17,INVSTG,F,BLK,40-50,7
2019,17,INVSTG,F,BLK,50-60,8
2019,17,INVSTG,F,BLK,60 or older,2
2019,17,INVSTG,F,BLK,Juvenile,24
2019,17,INVSTG,F,I,40-50,2
2019,17,INVSTG,F,I,60 or older,1
2019,17,INVSTG,F,WHT,19-30,49
2019,17,INVSTG,F,WHT,30-40,28
2019,17,INVSTG,F,WHT,40-50,25
2019,17,INVSTG,F,WHT,50-60,17
2019,17,INVSTG,F,WHT,60 or older,1
2019,17,INVSTG,F,WHT,Juvenile,23
2019,17,INVSTG,F,WWH,19-30,102
2019,17,INVSTG,F,WWH,30-40,30
2019,17,INVSTG,F,WWH,40-50,16
2019,17,INVSTG,F,WWH,50-60,7
2019,17,INVSTG,F,WWH,60 or older,2
2019,17,INVSTG,F,WWH,Juvenile,88
2019,17,INVSTG,M,API,19-30,33
2019,17,INVSTG,M,API,30-40,6
2019,17,INVSTG,M,API,40-50,14
2019,17,INVSTG,M,API,50-60,13
2019,17,INVSTG,M,API,60 or older,7
2019,17,INVSTG,M,API,Juvenile,12
2019,17,INVSTG,M,BLK,19-30,179
2019,17,INVSTG,M,BLK,30-40,48
2019,17,INVSTG,M,BLK,40-50,32
2019,17,INVSTG,M,BLK,50-60,32
2019,17,INVSTG,M,BLK,60 or older,12
2019,17,INVSTG,M,BLK,Juvenile,127
2019,17,INVSTG,M,I,19-30,4
2019,17,INVSTG,M,I,30-40,1
2019,17,INVSTG,M,I,50-60,1
2019,17,INVSTG,M,I,Juvenile,2
2019,17,INVSTG,M,P,19-30,1
2019,17,INVSTG,M,P,30-40,3
2019,17,INVSTG,M,P,50-60,1
2019,17,INVSTG,M,P,60 or older,1
2019,17,INVSTG,M,P,Juvenile,3
2019,17,INVSTG,M,WHI,40-50,1
2019,17,INVSTG,M,WHT,19-30,163
2019,17,INVSTG,M,WHT,30-40,89
2019,17,INVSTG,M,WHT,40-50,82
2019,17,INVSTG,M,WHT,50-60,61
2019,17,INVSTG,M,WHT,60 or older,25
2019,17,INVSTG,M,WHT,Juvenile,66
2019,17,INVSTG,M,WWH,19-30,644
2019,17,INVSTG,M,WWH,30-40,230
2019,17,INVSTG,M,WWH,40-50,171
2019,17,INVSTG,M,WWH,50-60,79
2019,17,INVSTG,M,WWH,60 or older,34
2019,17,INVSTG,M,WWH,Juvenile,348
2019,18,GANGLTR,F,BLK,19-30,3
2019,18,GANGLTR,F,BLK,30-40,2
2019,18,GANGLTR,F,BLK,40-50,8
2019,18,GANGLTR,F,BLK,50-60,3
2019,18,GANGLTR,F,WHT,19-30,1
2019,18,GANGLTR,F,WHT,40-50,1
2019,18,GANGLTR,M,API,60 or older,1
2019,18,GANGLTR,M,BLK,19-30,144
2019,18,GANGLTR,M,BLK,30-40,39
2019,18,GANGLTR,M,BLK,40-50,43
2019,18,GANGLTR,M,BLK,50-60,24
2019,18,GANGLTR,M,BLK,60 or older,13
2019,18,GANGLTR,M,BLK,Juvenile,12
2019,18,GANGLTR,M,WHT,19-30,2
2019,18,GANGLTR,M,WHT,30-40,3
2019,18,GANGLTR,M,WHT,40-50,6
2019,18,GANGLTR,M,WHT,50-60,1
2019,18,GANGLTR,M,WWH,19-30,1
2019,18,GANGLTR,M,WWH,30-40,3
2019,18,GANGLTR,M,WWH,50-60,2
2019,18,INVSTG,F,API,19-30,4
2019,18,INVSTG,F,API,30-40,1
2019,18,INVSTG,F,API,Juvenile,4
2019,18,INVSTG,F,BLK,19-30,194
2019,18,INVSTG,F,BLK,30-40,82
2019,18,INVSTG,F,BLK,40-50,71
2019,18,INVSTG,F,BLK,50-60,62
2019,18,INVSTG,F,BLK,60 or older,23
2019,18,INVSTG,F,BLK,Juvenile,103
2019,18,INVSTG,F,P,19-30,1
2019,18,INVSTG,F,P,Juvenile,2
2019,18,INVSTG,F,WHT,19-30,34
2019,18,INVSTG,F,WHT,30-40,38
2019,18,INVSTG,F,WHT,40-50,13
2019,18,INVSTG,F,WHT,50-60,8
2019,18,INVSTG,F,WHT,60 or older,1
2019,18,INVSTG,F,WHT,Juvenile,22
2019,18,INVSTG,F,WWH,19-30,81
2019,18,INVSTG,F,WWH,30-40,8
2019,18,INVSTG,F,WWH,40-50,5
2019,18,INVSTG,F,WWH,Juvenile,26
2019,18,INVSTG,M,API,19-30,27
2019,18,INVSTG,M,API,30-40,10
2019,18,INVSTG,M,API,40-50,6
2019,18,INVSTG,M,API,50-60,6
2019,18,INVSTG,M,API,60 or older,2
2019,18,INVSTG,M,API,Juvenile,15
2019,18,INVSTG,M,BLK,19-30,1174
2019,18,INVSTG,M,BLK,30-40,523
2019,18,INVSTG,M,BLK,40-50,563
2019,18,INVSTG,M,BLK,50-60,399
2019,18,INVSTG,M,BLK,60 or older,179
2019,18,INVSTG,M,BLK,Juvenile,396
2019,18,INVSTG,M,I,19-30,3
2019,18,INVSTG,M,I,30-40,1
2019,18,INVSTG,M,I,40-50,3
2019,18,INVSTG,M,I,50-60,2
2019,18,INVSTG,M,I,60 or older,1
2019,18,INVSTG,M,I,Juvenile,2
2019,18,INVSTG,M,P,19-30,4
2019,18,INVSTG,M,P,30-40,3
2019,18,INVSTG,M,P,60 or older,1
2019,18,INVSTG,M,P,Juvenile,3
2019,18,INVSTG,M,WHI,30-40,1
2019,18,INVSTG,M,WHI,40-50,1
2019,18,INVSTG,M,WHI,Juvenile,1
2019,18,INVSTG,M,WHT,19-30,250
2019,18,INVSTG,M,WHT,30-40,166
2019,18,INVSTG,M,WHT,40-50,72
2019,18,INVSTG,M,WHT,50-60,73
2019,18,INVSTG,M,WHT,60 or older,16
2019,18,INVSTG,M,WHT,Juvenile,40
2019,18,INVSTG,M,WWH,19-30,316
2019,18,INVSTG,M,WWH,30-40,104
2019,18,INVSTG,M,WWH,40-50,47
2019,18,INVSTG,M,WWH,50-60,11
2019,18,INVSTG,M,WWH,60 or older,5
2019,18,INVSTG,M,WWH,Juvenile,47
2019,18,INVSTG,X,BLK,19-30,1
2019,18,INVSTG,X,WWH,30-40,1
2019,19,GANGLTR,M,API,19-30,1
2019,19,GANGLTR,M,BLK,19-30,44
2019,19,GANGLTR,M,BLK,30-40,11
2019,19,GANGLTR,M,BLK,40-50,1
2019,19,GANGLTR,M,BLK,50-60,2
2019,19,GANGLTR,M,BLK,60 or older,2
2019,19,GANGLTR,M,BLK,Juvenile,48
2019,19,GANGLTR,M,WWH,40-50,1
2019,19,GANGLTR,M,WWH,Juvenile,1
2019,19,INVSTG,F,API,19-30,15
2019,19,INVSTG,F,API,30-40,3
2019,19,INVSTG,F,API,40-50,1
2019,19,INVSTG,F,API,60 or older,1
2019,19,INVSTG,F,API,Juvenile,1
2019,19,INVSTG,F,BLK,19-30,142
2019,19,INVSTG,F,BLK,30-40,54
2019,19,INVSTG,F,BLK,40-50,13
2019,19,INVSTG,F,BLK,50-60,37
2019,19,INVSTG,F,BLK,60 or older,7
2019,19,INVSTG,F,BLK,Juvenile,36
2019,19,INVSTG,F,P,19-30,4
2019,19,INVSTG,F,WHT,19-30,116
2019,19,INVSTG,F,WHT,30-40,37
2019,19,INVSTG,F,WHT,40-50,18
2019,19,INVSTG,F,WHT,50-60,16
2019,19,INVSTG,F,WHT,60 or older,7
2019,19,INVSTG,F,WHT,Juvenile,19
2019,19,INVSTG,F,WWH,19-30,144
2019,19,INVSTG,F,WWH,30-40,24
2019,19,INVSTG,F,WWH,40-50,10
2019,19,INVSTG,F,WWH,50-60,5
2019,19,INVSTG,F,WWH,Juvenile,21
2019,19,INVSTG,M,API,19-30,34
2019,19,INVSTG,M,API,30-40,13
2019,19,INVSTG,M,API,40-50,5
2019,19,INVSTG,M,API,50-60,12
2019,19,INVSTG,M,API,60 or older,3
2019,19,INVSTG,M,API,Juvenile,3
2019,19,INVSTG,M,BLK,19-30,673
2019,19,INVSTG,M,BLK,30-40,295
2019,19,INVSTG,M,BLK,40-50,172
2019,19,INVSTG,M,BLK,50-60,203
2019,19,INVSTG,M,BLK,60 or older,68
2019,19,INVSTG,M,BLK,Juvenile,347
2019,19,INVSTG,M,I,19-30,11
2019,19,INVSTG,M,I,30-40,4
2019,19,INVSTG,M,I,40-50,7
2019,19,INVSTG,M,I,50-60,4
2019,19,INVSTG,M,P,19-30,3
2019,19,INVSTG,M,P,30-40,4
2019,19,INVSTG,M,P,40-50,4
2019,19,INVSTG,M,P,50-60,2
2019,19,INVSTG,M,P,Juvenile,1
2019,19,INVSTG,M,WHI,19-30,1
2019,19,INVSTG,M,WHI,30-40,1
2019,19,INVSTG,M,WHI,40-50,1
2019,19,INVSTG,M,WHI,50-60,1
2019,19,INVSTG,M,WHT,19-30,329
2019,19,INVSTG,M,WHT,30-40,226
2019,19,INVSTG,M,WHT,40-50,116
2019,19,INVSTG,M,WHT,50-60,138
2019,19,INVSTG,M,WHT,60 or older,41
2019,19,INVSTG,M,WHT,Juvenile,48
2019,19,INVSTG,M,WWH,19-30,349
2019,19,INVSTG,M,WWH,30-40,141
2019,19,INVSTG,M,WWH,40-50,82
2019,19,INVSTG,M,WWH,50-60,51
2019,19,INVSTG,M,WWH,60 or older,18
2019,19,INVSTG,M,WWH,Juvenile,61
2019,19,INVSTG,X,BLK,19-30,2
2019,19,INVSTG,X,BLK,30-40,1
2019,20,GANGLTR,F,BLK,30-40,3
2019,20,GANGLTR,M,API,Juvenile,1
2019,20,GANGLTR,M,BLK,19-30,24
2019,20,GANGLTR,M,BLK,30-40,51
2019,20,GANGLTR,M,BLK,40-50,17
2019,20,GANGLTR,M,BLK,50-60,5
2019,20,GANGLTR,M,BLK,60 or older,1
2019,20,GANGLTR,M,BLK,Juvenile,17
2019,20,GANGLTR,M,WWH,19-30,2
2019,20,GANGLTR,M,WWH,30-40,1
2019,20,GANGLTR,M,WWH,40-50,2
2019,20,GANGLTR,M,WWH,50-60,3
2019,20,GANGLTR,M,WWH,Juvenile,3
2019,20,INVSTG,F,API,19-30,11
2019,20,INVSTG,F,API,30-40,5
2019,20,INVSTG,F,API,40-50,1
2019,20,INVSTG,F,API,50-60,2
2019,20,INVSTG,F,API,Juvenile,2
2019,20,INVSTG,F,BLK,19-30,53
2019,20,INVSTG,F,BLK,30-40,12
2019,20,INVSTG,F,BLK,40-50,12
2019,20,INVSTG,F,BLK,50-60,19
2019,20,INVSTG,F,BLK,60 or older,28
2019,20,INVSTG,F,BLK,Juvenile,18
2019,20,INVSTG,F,I,19-30,3
2019,20,INVSTG,F,I,30-40,1
2019,20,INVSTG,F,P,40-50,1
2019,20,INVSTG,F,WHT,19-30,111
2019,20,INVSTG,F,WHT,30-40,54
2019,20,INVSTG,F,WHT,40-50,17
2019,20,INVSTG,F,WHT,50-60,22
2019,20,INVSTG,F,WHT,60 or older,10
2019,20,INVSTG,F,WHT,Juvenile,17
2019,20,INVSTG,F,WWH,19-30,76
2019,20,INVSTG,F,WWH,30-40,24
2019,20,INVSTG,F,WWH,40-50,15
2019,20,INVSTG,F,WWH,50-60,2
2019,20,INVSTG,F,WWH,Juvenile,56
2019,20,INVSTG,M,API,19-30,46
2019,20,INVSTG,M,API,30-40,23
2019,20,INVSTG,M,API,40-50,24
2019,20,INVSTG,M,API,50-60,7
2019,20,INVSTG,M,API,60 or older,13
2019,20,INVSTG,M,API,Juvenile,29
2019,20,INVSTG,M,BLK,19-30,216
2019,20,INVSTG,M,BLK,30-40,179
2019,20,INVSTG,M,BLK,40-50,109
2019,20,INVSTG,M,BLK,50-60,137
2019,20,INVSTG,M,BLK,60 or older,62
2019,20,INVSTG,M,BLK,Juvenile,114
2019,20,INVSTG,M,I,19-30,4
2019,20,INVSTG,M,I,30-40,5
2019,20,INVSTG,M,I,40-50,1
2019,20,INVSTG,M,I,50-60,3
2019,20,INVSTG,M,I,Juvenile,6
2019,20,INVSTG,M,P,19-30,3
2019,20,INVSTG,M,P,30-40,5
2019,20,INVSTG,M,P,40-50,2
2019,20,INVSTG,M,P,Juvenile,2
2019,20,INVSTG,M,WHT,19-30,228
2019,20,INVSTG,M,WHT,30-40,155
2019,20,INVSTG,M,WHT,40-50,88
2019,20,INVSTG,M,WHT,50-60,91
2019,20,INVSTG,M,WHT,60 or older,40
2019,20,INVSTG,M,WHT,Juvenile,69
2019,20,INVSTG,M,WWH,19-30,195
2019,20,INVSTG,M,WWH,30-40,121
2019,20,INVSTG,M,WWH,40-50,110
2019,20,INVSTG,M,WWH,50-60,105
2019,20,INVSTG,M,WWH,60 or older,31
2019,20,INVSTG,M,WWH,Juvenile,120
2019,22,GANGLTR,F,BLK,19-30,1
2019,22,GANGLTR,F,BLK,40-50,1
2019,22,GANGLTR,M,BLK,50-60,1
2019,22,GANGLTR,M,BLK,60 or older,2
2019,22,GANGLTR,M,I,60 or older,1
2019,22,INVSTG,F,API,19-30,1
2019,22,INVSTG,F,API,Juvenile,1
2019,22,INVSTG,F,BLK,19-30,161
2019,22,INVSTG,F,BLK,30-40,62
2019,22,INVSTG,F,BLK,40-50,42
2019,22,INVSTG,F,BLK,50-60,49
2019,22,INVSTG,F,BLK,60 or older,9
2019,22,INVSTG,F,BLK,Juvenile,149
2019,22,INVSTG,F,WHT,19-30,17
2019,22,INVSTG,F,WHT,30-40,11
2019,22,INVSTG,F,WHT,40-50,4
2019,22,INVSTG,F,WHT,50-60,1
2019,22,INVSTG,F,WHT,Juvenile,9
2019,22,INVSTG,F,WWH,19-30,5
2019,22,INVSTG,F,WWH,30-40,1
2019,22,INVSTG,F,WWH,Juvenile,3
2019,22,INVSTG,M,API,19-30,2
2019,22,INVSTG,M,API,30-40,3
2019,22,INVSTG,M,API,40-50,1
2019,22,INVSTG,M,API,50-60,2
2019,22,INVSTG,M,BLK,19-30,993
2019,22,INVSTG,M,BLK,30-40,404
2019,22,INVSTG,M,BLK,40-50,242
2019,22,INVSTG,M,BLK,50-60,260
2019,22,INVSTG,M,BLK,60 or older,99
2019,22,INVSTG,M,BLK,Juvenile,504
2019,22,INVSTG,M,I,19-30,1
2019,22,INVSTG,M,I,30-40,1
2019,22,INVSTG,M,I,Juvenile,1
2019,22,INVSTG,M,P,19-30,1
2019,22,INVSTG,M,P,30-40,1
2019,22,INVSTG,M,WHT,19-30,58
2019,22,INVSTG,M,WHT,30-40,38
2019,22,INVSTG,M,WHT,40-50,12
2019,22,INVSTG,M,WHT,50-60,14
2019,22,INVSTG,M,WHT,60 or older,10
2019,22,INVSTG,M,WHT,Juvenile,52
2019,22,INVSTG,M,WWH,19-30,20
2019,22,INVSTG,M,WWH,30-40,11
2019,22,INVSTG,M,WWH,40-50,10
2019,22,INVSTG,M,WWH,50-60,3
2019,22,INVSTG,M,WWH,60 or older,2
2019,22,INVSTG,M,WWH,Juvenile,5
2019,22,INVSTG,X,BLK,50-60,1
2019,22,INVSTG,X,BLK,Juvenile,2
2019,24,GANGLTR,F,BLK,Juvenile,2
2019,24,GANGLTR,F,WHT,19-30,2
2019,24,GANGLTR,F,WHT,Juvenile,1
2019,24,GANGLTR,M,BLK,19-30,35
2019,24,GANGLTR,M,BLK,30-40,2
2019,24,GANGLTR,M,BLK,50-60,2
2019,24,GANGLTR,M,BLK,Juvenile,22
2019,24,INVSTG,F,API,19-30,20
2019,24,INVSTG,F,API,30-40,5
2019,24,INVSTG,F,API,40-50,3
2019,24,INVSTG,F,API,50-60,6
2019,24,INVSTG,F,API,Juvenile,14
2019,24,INVSTG,F,BLK,19-30,143
2019,24,INVSTG,F,BLK,30-40,42
2019,24,INVSTG,F,BLK,40-50,43
2019,24,INVSTG,F,BLK,50-60,34
2019,24,INVSTG,F,BLK,60 or older,10
2019,24,INVSTG,F,BLK,Juvenile,52
2019,24,INVSTG,F,I,19-30,2
2019,24,INVSTG,F,I,Juvenile,1
2019,24,INVSTG,F,P,19-30,2
2019,24,INVSTG,F,P,30-40,1
2019,24,INVSTG,F,P,Juvenile,1
2019,24,INVSTG,F,WHT,19-30,113
2019,24,INVSTG,F,WHT,30-40,30
2019,24,INVSTG,F,WHT,40-50,32
2019,24,INVSTG,F,WHT,50-60,18
2019,24,INVSTG,F,WHT,60 or older,5
2019,24,INVSTG,F,WHT,Juvenile,35
2019,24,INVSTG,F,WWH,19-30,132
2019,24,INVSTG,F,WWH,30-40,22
2019,24,INVSTG,F,WWH,40-50,22
2019,24,INVSTG,F,WWH,50-60,5
2019,24,INVSTG,F,WWH,60 or older,1
2019,24,INVSTG,F,WWH,Juvenile,55
2019,24,INVSTG,M,API,19-30,192
2019,24,INVSTG,M,API,30-40,45
2019,24,INVSTG,M,API,40-50,32
2019,24,INVSTG,M,API,50-60,24
2019,24,INVSTG,M,API,60 or older,13
2019,24,INVSTG,M,API,Juvenile,108
2019,24,INVSTG,M,BLK,19-30,753
2019,24,INVSTG,M,BLK,30-40,398
2019,24,INVSTG,M,BLK,40-50,246
2019,24,INVSTG,M,BLK,50-60,168
2019,24,INVSTG,M,BLK,60 or older,101
2019,24,INVSTG,M,BLK,Juvenile,397
2019,24,INVSTG,M,I,19-30,12
2019,24,INVSTG,M,I,30-40,9
2019,24,INVSTG,M,I,40-50,1
2019,24,INVSTG,M,I,50-60,2
2019,24,INVSTG,M,I,Juvenile,2
2019,24,INVSTG,M,P,19-30,12
2019,24,INVSTG,M,P,30-40,5
2019,24,INVSTG,M,P,40-50,1
2019,24,INVSTG,M,P,50-60,3
2019,24,INVSTG,M,P,60 or older,1
2019,24,INVSTG,M,P,Juvenile,15
2019,24,INVSTG,M,WHI,19-30,1
2019,24,INVSTG,M,WHT,19-30,306
2019,24,INVSTG,M,WHT,30-40,160
2019,24,INVSTG,M,WHT,40-50,80
2019,24,INVSTG,M,WHT,50-60,105
2019,24,INVSTG,M,WHT,60 or older,63
2019,24,INVSTG,M,WHT,Juvenile,100
2019,24,INVSTG,M,WWH,19-30,535
2019,24,INVSTG,M,WWH,30-40,210
2019,24,INVSTG,M,WWH,40-50,168
2019,24,INVSTG,M,WWH,50-60,96
2019,24,INVSTG,M,WWH,60 or older,46
2019,24,INVSTG,M,WWH,Juvenile,225
2019,24,INVSTG,X,BLK,19-30,1
2019,24,INVSTG,X,WHT,Juvenile,1
2019,24,INVSTG,X,WWH,30-40,1
2019,25,GANGLTR,F,BLK,19-30,6
2019,25,GANGLTR,F,BLK,30-40,3
2019,25,GANGLTR,F,WHT,30-40,1
2019,25,GANGLTR,M,BLK,19-30,62
2019,25,GANGLTR,M,BLK,30-40,7
2019,25,GANGLTR,M,BLK,40-50,1
2019,25,GANGLTR,M,BLK,Juvenile,15
2019,25,GANGLTR,M,WHT,19-30,1
2019,25,GANGLTR,M,WHT,Juvenile,2
2019,25,GANGLTR,M,WWH,19-30,8
2019,25,GANGLTR,M,WWH,Juvenile,4
2019,25,INVSTG,F,API,19-30,2
2019,25,INVSTG,F,API,30-40,1
2019,25,INVSTG,F,API,40-50,1
2019,25,INVSTG,F,API,Juvenile,3
2019,25,INVSTG,F,BLK,19-30,141
2019,25,INVSTG,F,BLK,30-40,43
2019,25,INVSTG,F,BLK,40-50,33
2019,25,INVSTG,F,BLK,50-60,33
2019,25,INVSTG,F,BLK,60 or older,5
2019,25,INVSTG,F,BLK,Juvenile,33
2019,25,INVSTG,F,P,40-50,1
2019,25,INVSTG,F,WHT,19-30,37
2019,25,INVSTG,F,WHT,30-40,40
2019,25,INVSTG,F,WHT,40-50,30
2019,25,INVSTG,F,WHT,50-60,11
2019,25,INVSTG,F,WHT,60 or older,1
2019,25,INVSTG,F,WHT,Juvenile,11
2019,25,INVSTG,F,WWH,19-30,198
2019,25,INVSTG,F,WWH,30-40,59
2019,25,INVSTG,F,WWH,40-50,26
2019,25,INVSTG,F,WWH,50-60,16
2019,25,INVSTG,F,WWH,Juvenile,167
2019,25,INVSTG,M,API,19-30,11
2019,25,INVSTG,M,API,30-40,4
2019,25,INVSTG,M,API,40-50,4
2019,25,INVSTG,M,API,50-60,2
2019,25,INVSTG,M,BLK,19-30,933
2019,25,INVSTG,M,BLK,30-40,329
2019,25,INVSTG,M,BLK,40-50,197
2019,25,INVSTG,M,BLK,50-60,184
2019,25,INVSTG,M,BLK,60 or older,54
2019,25,INVSTG,M,BLK,Juvenile,299
2019,25,INVSTG,M,I,19-30,5
2019,25,INVSTG,M,I,30-40,2
2019,25,INVSTG,M,I,40-50,1
2019,25,INVSTG,M,P,19-30,3
2019,25,INVSTG,M,P,50-60,1
2019,25,INVSTG,M,P,Juvenile,3
2019,25,INVSTG,M,WBH,19-30,1
2019,25,INVSTG,M,WHI,19-30,3
2019,25,INVSTG,M,WHI,30-40,1
2019,25,INVSTG,M,WHT,19-30,108
2019,25,INVSTG,M,WHT,30-40,111
2019,25,INVSTG,M,WHT,40-50,90
2019,25,INVSTG,M,WHT,50-60,37
2019,25,INVSTG,M,WHT,60 or older,23
2019,25,INVSTG,M,WHT,Juvenile,21
2019,25,INVSTG,M,WWH,19-30,1601
2019,25,INVSTG,M,WWH,30-40,470
2019,25,INVSTG,M,WWH,40-50,298
2019,25,INVSTG,M,WWH,50-60,143
2019,25,INVSTG,M,WWH,60 or older,53
2019,25,INVSTG,M,WWH,Juvenile,672
2019,25,INVSTG,X,BLK,19-30,1
2019,25,INVSTG,X,WWH,40-50,1
2019,25,INVSTG,X,WWH,50-60,1
2019,31,GANGLTR,M,BLK,Juvenile,1
2019,31,INVSTG,F,BLK,19-30,19
2019,31,INVSTG,F,BLK,30-40,6
2019,31,INVSTG,F,BLK,40-50,3
2019,31,INVSTG,F,BLK,50-60,3
2019,31,INVSTG,F,BLK,Juvenile,4
2019,31,INVSTG,F,P,19-30,1
2019,31,INVSTG,F,WHT,19-30,5
2019,31,INVSTG,F,WHT,30-40,2
2019,31,INVSTG,F,WHT,40-50,2
2019,31,INVSTG,F,WHT,60 or older,1
2019,31,INVSTG,F,WWH,19-30,5
2019,31,INVSTG,F,WWH,40-50,1
2019,31,INVSTG,F,WWH,Juvenile,3
2019,31,INVSTG,M,API,19-30,1
2019,31,INVSTG,M,API,30-40,2
2019,31,INVSTG,M,BLK,19-30,103
2019,31,INVSTG,M,BLK,30-40,24
2019,31,INVSTG,M,BLK,40-50,10
2019,31,INVSTG,M,BLK,50-60,12
2019,31,INVSTG,M,BLK,60 or older,4
2019,31,INVSTG,M,BLK,Juvenile,20
2019,31,INVSTG,M,I,30-40,1
2019,31,INVSTG,M,P,19-30,1
2019,31,INVSTG,M,WHI,19-30,1
2019,31,INVSTG,M,WHT,19-30,10
2019,31,INVSTG,M,WHT,30-40,5
2019,31,INVSTG,M,WHT,40-50,3
2019,31,INVSTG,M,WHT,50-60,1
2019,31,INVSTG,M,WHT,Juvenile,1
2019,31,INVSTG,M,WWH,19-30,31
2019,31,INVSTG,M,WWH,30-40,3
2019,31,INVSTG,M,WWH,40-50,5
2019,31,INVSTG,M,WWH,50-60,1
2019,31,INVSTG,M,WWH,60 or older,2
2019,31,INVSTG,M,WWH,Juvenile,11
