year,district,contact_type_cd,sex_code_cd,race_code_cd,age_group,count
2017,8,GANGLTR,M,BLK,50-60,14
2017,8,GANGLTR,M,BLK,Juvenile,165
2017,8,GANGLTR,M,WHT,19-30,10
2017,8,GANGLTR,M,WHT,30-40,5
2017,8,GANGLTR,M,WHT,50-60,3
2017,8,GANGLTR,M,WHT,60 or older,1
2017,8,GANGLTR,M,WHT,Juvenile,2
2017,8,GANGLTR,M,WWH,19-30,25
2017,8,GANGLTR,M,WWH,30-40,9
2017,8,GANGLTR,M,WWH,40-50,1
2017,8,GANGLTR,M,WWH,Juvenile,15
2017,8,INVSTG,F,API,40-50,1
2017,8,INVSTG,F,API,Juvenile,2
2017,8,INVSTG,F,BLK,19-30,132
2017,8,INVSTG,F,BLK,30-40,33
2017,8,INVSTG,F,BLK,40-50,24
2017,8,INVSTG,F,BLK,50-60,11
2017,8,INVSTG,F,BLK,60 or older,2
2017,8,INVSTG,F,BLK,Juvenile,73
2017,8,INVSTG,F,WHI,19-30,1
2017,8,INVSTG,F,WHT,19-30,57
2017,8,INVSTG,F,WHT,30-40,61
2017,8,INVSTG,F,WHT,40-50,37
2017,8,INVSTG,F,WHT,50-60,8
2017,8,INVSTG,F,WHT,Juvenile,24
2017,8,INVSTG,F,WWH,19-30,99
2017,8,INVSTG,F,WWH,30-40,31
2017,8,INVSTG,F,WWH,40-50,15
2017,8,INVSTG,F,WWH,50-60,3
2017,8,INVSTG,F,WWH,Juvenile,166
2017,8,INVSTG,M,API,19-30,12
2017,8,INVSTG,M,API,30-40,1
2017,8,INVSTG,M,API,40-50,3
2017,8,INVSTG,M,API,50-60,2
2017,8,INVSTG,M,API,Juvenile,5
2017,8,INVSTG,M,BLK,19-30,1000
2017,8,INVSTG,M,BLK,30-40,338
2017,8,INVSTG,M,BLK,40-50,224
2017,8,INVSTG,M,BLK,50-60,160
2017,8,INVSTG,M,BLK,60 or older,42
2017,8,INVSTG,M,BLK,Juvenile,524
2017,8,INVSTG,M,I,19-30,8
2017,8,INVSTG,M,P,19-30,1
2017,8,INVSTG,M,P,30-40,3
2017,8,INVSTG,M,P,40-50,2
2017,8,INVSTG,M,P,Juvenile,1
2017,8,INVSTG,M,WHI,40-50,1
2017,8,INVSTG,M,WHT,19-30,139
2017,8,INVSTG,M,WHT,30-40,73
2017,8,INVSTG,M,WHT,40-50,58
2017,8,INVSTG,M,WHT,50-60,39
2017,8,INVSTG,M,WHT,60 or older,18
2017,8,INVSTG,M,WHT,Juvenile,57
2017,8,INVSTG,M,WWH,19-30,861
2017,8,INVSTG,M,WWH,30-40,214
2017,8,INVSTG,M,WWH,40-50,115
2017,8,INVSTG,M,WWH,50-60,43
2017,8,INVSTG,M,WWH,60 or older,9
2017,8,INVSTG,M,WWH,Juvenile,698
2017,8,INVSTG,X,BLK,19-30,1
2017,9,GANGLTR,F,WWH,19-30,3
2017,9,GANGLTR,F,WWH,Juvenile,1
2017,9,GANGLTR,M,BLK,19-30,3
2017,9,GANGLTR,M,BLK,30-40,1
2017,9,GANGLTR,M,WHT,19-30,3
2017,9,GANGLTR,M,WHT,40-50,2
2017,9,GANGLTR,M,WHT,Juvenile,2
2017,9,GANGLTR,M,WWH,19-30,48
2017,9,GANGLTR,M,WWH,30-40,6
2017,9,GANGLTR,M,WWH,Juvenile,46
2017,9,INVSTG,F,API,19-30,2
2017,9,INVSTG,F,API,40-50,2
2017,9,INVSTG,F,API,Juvenile,3
2017,9,INVSTG,F,BLK,19-30,153
2017,9,INVSTG,F,BLK,30-40,39
2017,9,INVSTG,F,BLK,40-50,55
2017,9,INVSTG,F,BLK,50-60,37
2017,9,INVSTG,F,BLK,60 or older,8
2017,9,INVSTG,F,BLK,Juvenile,81
2017,9,INVSTG,F,WHI,40-50,1
2017,9,INVSTG,F,WHT,19-30,59
2017,9,INVSTG,F,WHT,30-40,31
2017,9,INVSTG,F,WHT,40-50,61
2017,9,INVSTG,F,WHT,50-60,14
2017,9,INVSTG,F,WHT,60 or older,1
2017,9,INVSTG,F,WHT,Juvenile,16
2017,9,INVSTG,F,WWH,19-30,219
2017,9,INVSTG,F,WWH,30-40,59
2017,9,INVSTG,F,WWH,40-50,28
2017,9,INVSTG,F,WWH,50-60,3
2017,9,INVSTG,F,WWH,60 or older,2
2017,9,INVSTG,F,WWH,Juvenile,232
2017,9,INVSTG,M,API,19-30,15
2017,9,INVSTG,M,API,30-40,8
2017,9,INVSTG,M,API,40-50,6
2017,9,INVSTG,M,API,50-60,2
2017,9,INVSTG,M,API,60 or older,3
2017,9,INVSTG,M,API,Juvenile,14
2017,9,INVSTG,M,BLK,19-30,911
2017,9,INVSTG,M,BLK,30-40,296
2017,9,INVSTG,M,BLK,40-50,248
2017,9,INVSTG,M,BLK,50-60,247
2017,9,INVSTG,M,BLK,60 or older,63
2017,9,INVSTG,M,BLK,Juvenile,327
2017,9,INVSTG,M,I,19-30,1
2017,9,INVSTG,M,P,19-30,3
2017,9,INVSTG,M,P,30-40,2
2017,9,INVSTG,M,P,Juvenile,5
2017,9,INVSTG,M,WBH,19-30,1
2017,9,INVSTG,M,WHI,Juvenile,2
2017,9,INVSTG,M,WHT,19-30,133
2017,9,INVSTG,M,WHT,30-40,99
2017,9,INVSTG,M,WHT,40-50,81
2017,9,INVSTG,M,WHT,50-60,46
2017,9,INVSTG,M,WHT,60 or older,26
2017,9,INVSTG,M,WHT,Juvenile,58
2017,9,INVSTG,M,WWH,19-30,1547
2017,9,INVSTG,M,WWH,30-40,506
2017,9,INVSTG,M,WWH,40-50,217
2017,9,INVSTG,M,WWH,50-60,91
2017,9,INVSTG,M,WWH,60 or older,22
2017,9,INVSTG,M,WWH,Juvenile,941
2017,9,INVSTG,X,WHT,50-60,1
2017,9,INVSTG,X,WHT,60 or older,1
2017,9,INVSTG,X,WWH,40-50,1
2017,9,INVSTG,X,WWH,Juvenile,1
2017,10,GANGLTR,F,BLK,19-30,1
2017,10,GANGLTR,F,BLK,30-40,2
2017,10,GANGLTR,F,BLK,40-50,2
2017,10,GANGLTR,F,BLK,Juvenile,2
2017,10,GANGLTR,F,WWH,19-30,2
2017,10,GANGLTR,F,WWH,Juvenile,1
2017,10,GANGLTR,M,BLK,19-30,71
2017,10,GANGLTR,M,BLK,30-40,20
2017,10,GANGLTR,M,BLK,40-50,12
2017,10,GANGLTR,M,BLK,50-60,11
2017,10,GANGLTR,M,BLK,60 or older,2
2017,10,GANGLTR,M,BLK,Juvenile,63
2017,10,GANGLTR,M,WHT,30-40,1
2017,10,GANGLTR,M,WHT,Juvenile,1
2017,10,GANGLTR,M,WWH,19-30,34
2017,10,GANGLTR,M,WWH,Juvenile,19
2017,10,INVSTG,F,API,19-30,1
2017,10,INVSTG,F,BLK,19-30,157
2017,10,INVSTG,F,BLK,30-40,89
2017,10,INVSTG,F,BLK,40-50,60
2017,10,INVSTG,F,BLK,50-60,49
2017,10,INVSTG,F,BLK,60 or older,11
2017,10,INVSTG,F,BLK,Juvenile,83
2017,10,INVSTG,F,WHI,19-30,1
2017,10,INVSTG,F,WHT,19-30,29
2017,10,INVSTG,F,WHT,30-40,31
2017,10,INVSTG,F,WHT,40-50,4
2017,10,INVSTG,F,WHT,50-60,8
2017,10,INVSTG,F,WHT,Juvenile,9
2017,10,INVSTG,F,WWH,19-30,109
2017,10,INVSTG,F,WWH,30-40,30
2017,10,INVSTG,F,WWH,40-50,15
2017,10,INVSTG,F,WWH,50-60,8
2017,10,INVSTG,F,WWH,Juvenile,97
2017,10,INVSTG,M,API,19-30,8
2017,10,INVSTG,M,API,40-50,1
2017,10,INVSTG,M,API,50-60,1
2017,10,INVSTG,M,API,Juvenile,4
2017,10,INVSTG,M,BLK,19-30,1796
2017,10,INVSTG,M,BLK,30-40,586
2017,10,INVSTG,M,BLK,40-50,369
2017,10,INVSTG,M,BLK,50-60,433
2017,10,INVSTG,M,BLK,60 or older,116
2017,10,INVSTG,M,BLK,Juvenile,853
2017,10,INVSTG,M,I,19-30,1
2017,10,INVSTG,M,I,30-40,2
2017,10,INVSTG,M,P,19-30,1
2017,10,INVSTG,M,P,40-50,1
2017,10,INVSTG,M,P,Juvenile,1
2017,10,INVSTG,M,WBH,19-30,1
2017,10,INVSTG,M,WBH,30-40,1
2017,10,INVSTG,M,WHI,19-30,1
2017,10,INVSTG,M,WHI,30-40,1
2017,10,INVSTG,M,WHT,19-30,59
2017,10,INVSTG,M,WHT,30-40,52
2017,10,INVSTG,M,WHT,40-50,24
2017,10,INVSTG,M,WHT,50-60,10
2017,10,INVSTG,M,WHT,60 or older,5
2017,10,INVSTG,M,WHT,Juvenile,27
2017,10,INVSTG,M,WWH,19-30,945
2017,10,INVSTG,M,WWH,30-40,279
2017,10,INVSTG,M,WWH,40-50,143
2017,10,INVSTG,M,WWH,50-60,64
2017,10,INVSTG,M,WWH,60 or older,13
2017,10,INVSTG,M,WWH,Juvenile,686
2017,10,INVSTG,X,BLK,19-30,1
2017,11,GANGLTR,F,BLK,19-30,15
2017,11,GANGLTR,F,BLK,30-40,6
2017,11,GANGLTR,F,BLK,40-50,3
2017,11,GANGLTR,F,BLK,50-60,2
2017,11,GANGLTR,F,BLK,Juvenile,10
2017,11,GANGLTR,F,I,19-30,1
2017,11,GANGLTR,F,I,30-40,1
2017,11,GANGLTR,F,WHT,19-30,1
2017,11,GANGLTR,F,WHT,30-40,1
2017,11,GANGLTR,F,WHT,40-50,1
2017,11,GANGLTR,F,WWH,19-30,1
2017,11,GANGLTR,F,WWH,Juvenile,1
2017,11,GANGLTR,M,BLK,19-30,298
2017,11,GANGLTR,M,BLK,30-40,64
2017,11,GANGLTR,M,BLK,40-50,33
2017,11,GANGLTR,M,BLK,50-60,21
2017,11,GANGLTR,M,BLK,60 or older,4
2017,11,GANGLTR,M,BLK,Juvenile,91
2017,11,GANGLTR,M,I,50-60,1
2017,11,GANGLTR,M,WHT,19-30,4
2017,11,GANGLTR,M,WHT,30-40,2
2017,11,GANGLTR,M,WHT,40-50,2
2017,11,GANGLTR,M,WWH,19-30,7
2017,11,GANGLTR,M,WWH,30-40,2
2017,11,GANGLTR,M,WWH,40-50,3
2017,11,GANGLTR,M,WWH,50-60,3
2017,11,GANGLTR,M,WWH,Juvenile,3
2017,11,INVSTG,F,API,19-30,1
2017,11,INVSTG,F,API,40-50,1
2017,11,INVSTG,F,BLK,19-30,376
2017,11,INVSTG,F,BLK,30-40,157
2017,11,INVSTG,F,BLK,40-50,184
2017,11,INVSTG,F,BLK,50-60,104
2017,11,INVSTG,F,BLK,60 or older,18
2017,11,INVSTG,F,BLK,Juvenile,109
2017,11,INVSTG,F,I,40-50,1
2017,11,INVSTG,F,WHT,19-30,69
2017,11,INVSTG,F,WHT,30-40,78
2017,11,INVSTG,F,WHT,40-50,12
2017,11,INVSTG,F,WHT,50-60,6
2017,11,INVSTG,F,WHT,Juvenile,1
2017,11,INVSTG,F,WWH,19-30,42
2017,11,INVSTG,F,WWH,30-40,21
2017,11,INVSTG,F,WWH,40-50,15
2017,11,INVSTG,F,WWH,50-60,2
2017,11,INVSTG,F,WWH,60 or older,1
2017,11,INVSTG,F,WWH,Juvenile,12
2017,11,INVSTG,M,API,19-30,15
2017,11,INVSTG,M,API,30-40,4
2017,11,INVSTG,M,API,40-50,4
2017,11,INVSTG,M,API,50-60,7
2017,11,INVSTG,M,API,Juvenile,8
2017,11,INVSTG,M,BLK,19-30,2858
2017,11,INVSTG,M,BLK,30-40,1093
2017,11,INVSTG,M,BLK,40-50,839
2017,11,INVSTG,M,BLK,50-60,787
2017,11,INVSTG,M,BLK,60 or older,203
2017,11,INVSTG,M,BLK,Juvenile,1173
2017,11,INVSTG,M,I,19-30,2
2017,11,INVSTG,M,I,30-40,2
2017,11,INVSTG,M,I,40-50,2
2017,11,INVSTG,M,P,30-40,1
2017,11,INVSTG,M,P,40-50,4
2017,11,INVSTG,M,WHI,30-40,1
2017,11,INVSTG,M,WHI,60 or older,1
2017,11,INVSTG,M,WHT,19-30,138
2017,11,INVSTG,M,WHT,30-40,137
2017,11,INVSTG,M,WHT,40-50,55
2017,11,INVSTG,M,WHT,50-60,25
2017,11,INVSTG,M,WHT,60 or older,7
2017,11,INVSTG,M,WHT,Juvenile,11
2017,11,INVSTG,M,WWH,19-30,166
2017,11,INVSTG,M,WWH,30-40,125
2017,11,INVSTG,M,WWH,40-50,101
2017,11,INVSTG,M,WWH,50-60,30
2017,11,INVSTG,M,WWH,60 or older,12
2017,11,INVSTG,M,WWH,Juvenile,21
2017,11,INVSTG,X,BLK,19-30,3
2017,11,INVSTG,X,WHT,60 or older,1
2017,12,GANGLTR,F,BLK,19-30,5
2017,12,GANGLTR,F,BLK,30-40,1
2017,12,GANGLTR,F,BLK,40-50,2
2017,12,GANGLTR,F,BLK,50-60,3
2017,12,GANGLTR,F,WHT,19-30,1
2017,12,GANGLTR,F,WWH,19-30,3
2017,12,GANGLTR,F,WWH,Juvenile,1
2017,12,GANGLTR,M,BLK,19-30,139
2017,12,GANGLTR,M,BLK,30-40,47
2017,12,GANGLTR,M,BLK,40-50,24
2017,12,GANGLTR,M,BLK,50-60,34
2017,12,GANGLTR,M,BLK,60 or older,6
2017,12,GANGLTR,M,BLK,Juvenile,16
2017,12,GANGLTR,M,WHT,19-30,2
2017,12,GANGLTR,M,WHT,30-40,5
2017,12,GANGLTR,M,WHT,40-50,1
2017,12,GANGLTR,M,WHT,50-60,1
2017,12,GANGLTR,M,WHT,Juvenile,2
2017,12,GANGLTR,M,WWH,19-30,65
2017,12,GANGLTR,M,WWH,30-40,13
2017,12,GANGLTR,M,WWH,40-50,13
2017,12,GANGLTR,M,WWH,50-60,3
2017,12,GANGLTR,M,WWH,Juvenile,88
2017,12,INVSTG,F,API,19-30,2
2017,12,INVSTG,F,BLK,19-30,61
2017,12,INVSTG,F,BLK,30-40,31
2017,12,INVSTG,F,BLK,40-50,25
2017,12,INVSTG,F,BLK,50-60,30
2017,12,INVSTG,F,BLK,60 or older,4
2017,12,INVSTG,F,BLK,Juvenile,55
2017,12,INVSTG,F,I,30-40,1
2017,12,INVSTG,F,P,Juvenile,1
2017,12,INVSTG,F,WHI,19-30,1
2017,12,INVSTG,F,WHT,19-30,22
2017,12,INVSTG,F,WHT,30-40,9
2017,12,INVSTG,F,WHT,40-50,10
2017,12,INVSTG,F,WHT,50-60,2
2017,12,INVSTG,F,WHT,Juvenile,8
2017,12,INVSTG,F,WWH,19-30,58
2017,12,INVSTG,F,WWH,30-40,18
2017,12,INVSTG,F,WWH,40-50,5
2017,12,INVSTG,F,WWH,50-60,2
2017,12,INVSTG,F,WWH,Juvenile,37
2017,12,INVSTG,M,API,19-30,8
2017,12,INVSTG,M,API,30-40,2
2017,12,INVSTG,M,API,50-60,1
2017,12,INVSTG,M,API,Juvenile,7
2017,12,INVSTG,M,BLK,19-30,564
2017,12,INVSTG,M,BLK,30-40,231
2017,12,INVSTG,M,BLK,40-50,217
2017,12,INVSTG,M,BLK,50-60,242
2017,12,INVSTG,M,BLK,60 or older,97
2017,12,INVSTG,M,BLK,Juvenile,321
2017,12,INVSTG,M,I,19-30,1
2017,12,INVSTG,M,I,30-40,1
2017,12,INVSTG,M,I,Juvenile,6
2017,12,INVSTG,M,P,19-30,6
2017,12,INVSTG,M,P,Juvenile,1
2017,12,INVSTG,M,WHI,19-30,1
2017,12,INVSTG,M,WHI,30-40,1
2017,12,INVSTG,M,WHI,40-50,1
2017,12,INVSTG,M,WHT,19-30,101
2017,12,INVSTG,M,WHT,30-40,81
2017,12,INVSTG,M,WHT,40-50,43
2017,12,INVSTG,M,WHT,50-60,30
2017,12,INVSTG,M,WHT,60 or older,7
2017,12,INVSTG,M,WHT,Juvenile,23
2017,12,INVSTG,M,WWH,19-30,496
2017,12,INVSTG,M,WWH,30-40,164
2017,12,INVSTG,M,WWH,40-50,136
2017,12,INVSTG,M,WWH,50-60,83
2017,12,INVSTG,M,WWH,60 or older,29
2017,12,INVSTG,M,WWH,Juvenile,336
2017,12,INVSTG,X,BLK,Juvenile,1
2017,12,INVSTG,X,WHT,19-30,1
2017,14,GANGLTR,F,WWH,19-30,1
2017,14,GANGLTR,M,BLK,19-30,4
2017,14,GANGLTR,M,BLK,Juvenile,9
2017,14,GANGLTR,M,I,60 or older,1
2017,14,GANGLTR,M,WHT,19-30,1
2017,14,GANGLTR,M,WHT,Juvenile,1
2017,14,GANGLTR,M,WWH,19-30,9
2017,14,GANGLTR,M,WWH,Juvenile,8
2017,14,INVSTG,F,API,19-30,3
2017,14,INVSTG,F,BLK,19-30,29
2017,14,INVSTG,F,BLK,30-40,15
2017,14,INVSTG,F,BLK,40-50,4
2017,14,INVSTG,F,BLK,50-60,4
2017,14,INVSTG,F,BLK,60 or older,3
2017,14,INVSTG,F,BLK,Juvenile,29
2017,14,INVSTG,F,P,30-40,1
2017,14,INVSTG,F,WHT,19-30,47
2017,14,INVSTG,F,WHT,30-40,16
2017,14,INVSTG,F,WHT,40-50,6
2017,14,INVSTG,F,WHT,50-60,1
2017,14,INVSTG,F,WHT,Juvenile,2
2017,14,INVSTG,F,WWH,19-30,79
2017,14,INVSTG,F,WWH,30-40,23
2017,14,INVSTG,F,WWH,40-50,11
2017,14,INVSTG,F,WWH,50-60,5
2017,14,INVSTG,F,WWH,60 or older,1
2017,14,INVSTG,F,WWH,Juvenile,102
2017,14,INVSTG,M,API,19-30,11
2017,14,INVSTG,M,API,30-40,4
2017,14,INVSTG,M,API,40-50,1
2017,14,INVSTG,M,API,Juvenile,1
2017,14,INVSTG,M,BLK,19-30,251
2017,14,INVSTG,M,BLK,30-40,84
2017,14,INVSTG,M,BLK,40-50,51
2017,14,INVSTG,M,BLK,50-60,36
2017,14,INVSTG,M,BLK,60 or older,12
2017,14,INVSTG,M,BLK,Juvenile,131
2017,14,INVSTG,M,I,19-30,2
2017,14,INVSTG,M,P,19-30,1
2017,14,INVSTG,M,P,40-50,1
2017,14,INVSTG,M,WBH,19-30,1
2017,14,INVSTG,M,WHT,19-30,167
2017,14,INVSTG,M,WHT,30-40,54
2017,14,INVSTG,M,WHT,40-50,39
2017,14,INVSTG,M,WHT,50-60,23
2017,14,INVSTG,M,WHT,60 or older,9
2017,14,INVSTG,M,WHT,Juvenile,23
2017,14,INVSTG,M,WWH,19-30,347
2017,14,INVSTG,M,WWH,30-40,137
2017,14,INVSTG,M,WWH,40-50,86
2017,14,INVSTG,M,WWH,50-60,68
2017,14,INVSTG,M,WWH,60 or older,24
2017,14,INVSTG,M,WWH,Juvenile,261
2017,15,GANGLTR,F,BLK,19-30,10
2017,15,GANGLTR,F,BLK,30-40,3
2017,15,GANGLTR,F,BLK,50-60,1
2017,15,GANGLTR,F,BLK,Juvenile,2
2017,15,GANGLTR,F,I,19-30,1
2017,15,GANGLTR,M,API,50-60,1
2017,15,GANGLTR,M,BLK,19-30,191
2017,15,GANGLTR,M,BLK,30-40,61
2017,15,GANGLTR,M,BLK,40-50,24
2017,15,GANGLTR,M,BLK,50-60,10
2017,15,GANGLTR,M,BLK,60 or older,6
2017,15,GANGLTR,M,BLK,Juvenile,100
2017,15,GANGLTR,M,I,19-30,3
2017,15,GANGLTR,M,WWH,19-30,1
2017,15,INVSTG,F,API,Juvenile,1
2017,15,INVSTG,F,BLK,19-30,261
2017,15,INVSTG,F,BLK,30-40,115
2017,15,INVSTG,F,BLK,40-50,91
2017,15,INVSTG,F,BLK,50-60,70
2017,15,INVSTG,F,BLK,60 or older,13
2017,15,INVSTG,F,BLK,Juvenile,96
2017,15,INVSTG,F,I,19-30,1
2017,15,INVSTG,F,I,Juvenile,1
2017,15,INVSTG,F,WHT,19-30,15
2017,15,INVSTG,F,WHT,30-40,16
2017,15,INVSTG,F,WHT,40-50,6
2017,15,INVSTG,F,WHT,50-60,2
2017,15,INVSTG,F,WHT,Juvenile,2
2017,15,INVSTG,F,WWH,19-30,16
2017,15,INVSTG,F,WWH,30-40,5
2017,15,INVSTG,F,WWH,Juvenile,5
2017,15,INVSTG,M,API,19-30,6
2017,15,INVSTG,M,API,30-40,1
2017,15,INVSTG,M,API,40-50,5
2017,15,INVSTG,M,API,50-60,1
2017,15,INVSTG,M,API,60 or older,1
2017,15,INVSTG,M,API,Juvenile,7
2017,15,INVSTG,M,BLK,19-30,2260
2017,15,INVSTG,M,BLK,30-40,882
2017,15,INVSTG,M,BLK,40-50,538
2017,15,INVSTG,M,BLK,50-60,460
2017,15,INVSTG,M,BLK,60 or older,148
2017,15,INVSTG,M,BLK,Juvenile,950
2017,15,INVSTG,M,I,19-30,1
2017,15,INVSTG,M,I,30-40,1
2017,15,INVSTG,M,P,30-40,1
2017,15,INVSTG,M,P,40-50,1
2017,15,INVSTG,M,WHI,40-50,1
2017,15,INVSTG,M,WHT,19-30,39
2017,15,INVSTG,M,WHT,30-40,20
2017,15,INVSTG,M,WHT,40-50,10
2017,15,INVSTG,M,WHT,50-60,8
2017,15,INVSTG,M,WHT,Juvenile,2
2017,15,INVSTG,M,WWH,19-30,50
2017,15,INVSTG,M,WWH,30-40,38
2017,15,INVSTG,M,WWH,40-50,12
2017,15,INVSTG,M,WWH,50-60,3
2017,15,INVSTG,M,WWH,60 or older,1
2017,15,INVSTG,M,WWH,Juvenile,20
2017,15,INVSTG,X,BLK,19-30,1
2017,16,GANGLTR,M,WWH,Juvenile,3
2017,16,INVSTG,F,API,19-30,7
2017,16,INVSTG,F,API,30-40,1
2017,16,INVSTG,F,API,50-60,1
2017,16,INVSTG,F,API,60 or older,1
2017,16,INVSTG,F,BLK,19-30,29
2017,16,INVSTG,F,BLK,30-40,22
2017,16,INVSTG,F,BLK,40-50,19
2017,16,INVSTG,F,BLK,50-60,11
2017,16,INVSTG,F,BLK,60 or older,6
2017,16,INVSTG,F,BLK,Juvenile,14
2017,16,INVSTG,F,P,19-30,1
2017,16,INVSTG,F,WHT,19-30,55
2017,16,INVSTG,F,WHT,30-40,29
2017,16,INVSTG,F,WHT,40-50,11
2017,16,INVSTG,F,WHT,50-60,23
2017,16,INVSTG,F,WHT,60 or older,3
2017,16,INVSTG,F,WHT,Juvenile,65
2017,16,INVSTG,F,WWH,19-30,29
2017,16,INVSTG,F,WWH,30-40,9
2017,16,INVSTG,F,WWH,40-50,3
2017,16,INVSTG,F,WWH,50-60,4
2017,16,INVSTG,F,WWH,Juvenile,61
2017,16,INVSTG,M,API,19-30,23
2017,16,INVSTG,M,API,30-40,12
2017,16,INVSTG,M,API,40-50,7
2017,16,INVSTG,M,API,50-60,5
2017,16,INVSTG,M,API,60 or older,3
2017,16,INVSTG,M,API,Juvenile,7
2017,16,INVSTG,M,BLK,19-30,156
2017,16,INVSTG,M,BLK,30-40,103
2017,16,INVSTG,M,BLK,40-50,88
2017,16,INVSTG,M,BLK,50-60,72
2017,16,INVSTG,M,BLK,60 or older,34
2017,16,INVSTG,M,BLK,Juvenile,80
2017,16,INVSTG,M,I,40-50,1
2017,16,INVSTG,M,I,Juvenile,1
2017,16,INVSTG,M,P,19-30,4
2017,16,INVSTG,M,P,30-40,3
2017,16,INVSTG,M,P,40-50,1
2017,16,INVSTG,M,P,50-60,1
2017,16,INVSTG,M,P,Juvenile,3
2017,16,INVSTG,M,WHI,30-40,1
2017,16,INVSTG,M,WHI,60 or older,2
2017,16,INVSTG,M,WHT,19-30,257
2017,16,INVSTG,M,WHT,30-40,120
2017,16,INVSTG,M,WHT,40-50,122
2017,16,INVSTG,M,WHT,50-60,116
2017,16,INVSTG,M,WHT,60 or older,43
2017,16,INVSTG,M,WHT,Juvenile,167
2017,16,INVSTG,M,WWH,19-30,273
2017,16,INVSTG,M,WWH,30-40,85
2017,16,INVSTG,M,WWH,40-50,41
2017,16,INVSTG,M,WWH,50-60,22
2017,16,INVSTG,M,WWH,60 or older,6
2017,16,INVSTG,M,WWH,Juvenile,246
2017,16,INVSTG,X,WHT,Juvenile,1
2017,17,INVSTG,F,API,19-30,6
2017,17,INVSTG,F,API,30-40,3
2017,17,INVSTG,F,API,40-50,2
2017,17,INVSTG,F,API,60 or older,1
2017,17,INVSTG,F,API,Juvenile,2
2017,17,INVSTG,F,BLK,19-30,11
2017,17,INVSTG,F,BLK,30-40,1
2017,17,INVSTG,F,BLK,40-50,6
2017,17,INVSTG,F,BLK,60 or older,1
2017,17,INVSTG,F,BLK,Juvenile,9
2017,17,INVSTG,F,WHI,19-30,2
2017,17,INVSTG,F,WHT,19-30,22
2017,17,INVSTG,F,WHT,30-40,17
2017,17,INVSTG,F,WHT,40-50,10
2017,17,INVSTG,F,WHT,50-60,21
2017,17,INVSTG,F,WHT,60 or older,2
2017,17,INVSTG,F,WHT,Juvenile,39
2017,17,INVSTG,F,WWH,19-30,57
2017,17,INVSTG,F,WWH,30-40,15
2017,17,INVSTG,F,WWH,40-50,5
2017,17,INVSTG,F,WWH,50-60,6
2017,17,INVSTG,F,WWH,Juvenile,66
2017,17,INVSTG,M,API,19-30,27
2017,17,INVSTG,M,API,30-40,5
2017,17,INVSTG,M,API,40-50,6
2017,17,INVSTG,M,API,50-60,1
2017,17,INVSTG,M,API,60 or older,4
2017,17,INVSTG,M,API,Juvenile,11
2017,17,INVSTG,M,BLK,19-30,91
2017,17,INVSTG,M,BLK,30-40,31
2017,17,INVSTG,M,BLK,40-50,40
2017,17,INVSTG,M,BLK,50-60,26
2017,17,INVSTG,M,BLK,60 or older,3
2017,17,INVSTG,M,BLK,Juvenile,59
2017,17,INVSTG,M,I,60 or older,1
2017,17,INVSTG,M,P,19-30,1
2017,17,INVSTG,M,P,30-40,1
2017,17,INVSTG,M,P,60 or older,1
2017,17,INVSTG,M,P,Juvenile,2
2017,17,INVSTG,M,WHT,19-30,130
2017,17,INVSTG,M,WHT,30-40,54
2017,17,INVSTG,M,WHT,40-50,54
2017,17,INVSTG,M,WHT,50-60,85
2017,17,INVSTG,M,WHT,60 or older,18
2017,17,INVSTG,M,WHT,Juvenile,98
2017,17,INVSTG,M,WWH,19-30,363
2017,17,INVSTG,M,WWH,30-40,125
2017,17,INVSTG,M,WWH,40-50,77
2017,17,INVSTG,M,WWH,50-60,52
2017,17,INVSTG,M,WWH,60 or older,13
2017,17,INVSTG,M,WWH,Juvenile,257
2017,17,INVSTG,X,WWH,Juvenile,1
2017,18,GANGLTR,F,BLK,19-30,1
2017,18,GANGLTR,F,BLK,30-40,3
2017,18,GANGLTR,F,BLK,40-50,5
2017,18,GANGLTR,F,BLK,50-60,23
2017,18,GANGLTR,F,BLK,60 or older,2
2017,18,GANGLTR,F,WHT,30-40,1
2017,18,GANGLTR,M,API,19-30,1
2017,18,GANGLTR,M,BLK,19-30,95
2017,18,GANGLTR,M,BLK,30-40,60
2017,18,GANGLTR,M,BLK,40-50,73
2017,18,GANGLTR,M,BLK,50-60,62
2017,18,GANGLTR,M,BLK,60 or older,17
2017,18,GANGLTR,M,BLK,Juvenile,21
2017,18,GANGLTR,M,I,60 or older,1
2017,18,GANGLTR,M,P,40-50,1
2017,18,GANGLTR,M,WHT,19-30,2
2017,18,GANGLTR,M,WHT,30-40,3
2017,18,GANGLTR,M,WHT,40-50,2
2017,18,GANGLTR,M,WHT,50-60,4
2017,18,GANGLTR,M,WWH,30-40,1
2017,18,GANGLTR,M,WWH,40-50,1
2017,18,INVSTG,F,API,19-30,1
2017,18,INVSTG,F,API,30-40,1
2017,18,INVSTG,F,API,Juvenile,6
2017,18,INVSTG,F,BLK,19-30,64
2017,18,INVSTG,F,BLK,30-40,34
2017,18,INVSTG,F,BLK,40-50,40
2017,18,INVSTG,F,BLK,50-60,32
2017,18,INVSTG,F,BLK,60 or older,5
2017,18,INVSTG,F,BLK,Juvenile,54
2017,18,INVSTG,F,P,Juvenile,1
2017,18,INVSTG,F,WHT,19-30,22
