year,district,contact_type_cd,race_code_cd,r_count
2021,31,INVSTG,WHI,1
2021,31,INVSTG,WHT,10
2021,31,INVSTG,WWH,15
2021,41,INVSTG,BLK,4
2021,41,INVSTG,WHT,1
2021,51,INVSTG,WHT,2
2022,1,GANGLTR,BLK,4
2022,1,INVSTG,API,33
2022,1,INVSTG,BLK,2449
2022,1,INVSTG,I,9
2022,1,INVSTG,P,3
2022,1,INVSTG,WHT,344
2022,1,INVSTG,WWH,586
2022,1,PRO,BLK,2
2022,2,GANGLTR,API,1
2022,2,GANGLTR,BLK,69
2022,2,INVSTG,API,9
2022,2,INVSTG,BLK,2958
2022,2,INVSTG,P,2
2022,2,INVSTG,WHT,42
2022,2,INVSTG,WWH,90
2022,3,GANGLTR,BLK,100
2022,3,INVSTG,API,5
2022,3,INVSTG,BLK,2082
2022,3,INVSTG,I,3
2022,3,INVSTG,P,1
2022,3,INVSTG,WHT,16
2022,3,INVSTG,WWH,57
2022,3,PRO,BLK,1
2022,4,GANGLTR,BLK,30
2022,4,INVSTG,API,5
2022,4,INVSTG,BLK,2645
2022,4,INVSTG,I,1
2022,4,INVSTG,P,3
2022,4,INVSTG,WBH,1
2022,4,INVSTG,WHT,72
2022,4,INVSTG,WWH,441
2022,5,GANGLTR,BLK,7
2022,5,INVSTG,API,12
2022,5,INVSTG,BLK,3640
2022,5,INVSTG,I,1
2022,5,INVSTG,P,4
2022,5,INVSTG,WBH,1
2022,5,INVSTG,WHI,1
2022,5,INVSTG,WHT,48
2022,5,INVSTG,WWH,67
2022,6,GANGLTR,BLK,20
2022,6,INVSTG,API,12
2022,6,INVSTG,BLK,3374
2022,6,INVSTG,I,3
2022,6,INVSTG,P,2
2022,6,INVSTG,WHT,43
2022,6,INVSTG,WWH,57
2022,7,GANGLTR,BLK,35
2022,7,INVSTG,API,12
2022,7,INVSTG,BLK,3833
2022,7,INVSTG,I,3
2022,7,INVSTG,P,4
2022,7,INVSTG,WHT,55
2022,7,INVSTG,WWH,224
2022,8,GANGLTR,BLK,116
2022,8,INVSTG,API,9
2022,8,INVSTG,BLK,1380
2022,8,INVSTG,I,2
2022,8,INVSTG,WHT,185
2022,8,INVSTG,WWH,1488
2022,8,PRO,WHT,1
2022,8,PRO,WWH,2
2022,9,GANGLTR,WWH,10
2022,9,INVSTG,API,18
2022,9,INVSTG,BLK,1333
2022,9,INVSTG,I,6
2022,9,INVSTG,P,4
2022,9,INVSTG,WHT,180
2022,9,INVSTG,WWH,1449
2022,9,PRO,BLK,1
2022,10,GANGLTR,BLK,13
2022,10,GANGLTR,WWH,119
2022,10,INVSTG,API,7
2022,10,INVSTG,BLK,1954
2022,10,INVSTG,I,2
2022,10,INVSTG,P,2
2022,10,INVSTG,WBH,1
2022,10,INVSTG,WHT,91
2022,10,INVSTG,WWH,1605
2022,11,GANGLTR,API,1
2022,11,GANGLTR,BLK,122
2022,11,GANGLTR,WWH,3
2022,11,INVSTG,API,21
2022,11,INVSTG,BLK,4749
2022,11,INVSTG,I,3
2022,11,INVSTG,P,1
2022,11,INVSTG,WBH,1
2022,11,INVSTG,WHI,2
2022,11,INVSTG,WHT,316
2022,11,INVSTG,WWH,592
2022,11,PRO,BLK,2
2022,12,GANGLTR,API,1
2022,12,GANGLTR,BLK,63
2022,12,GANGLTR,WHT,2
2022,12,GANGLTR,WWH,76
2022,12,INVSTG,API,18
2022,12,INVSTG,BLK,1962
2022,12,INVSTG,P,6
2022,12,INVSTG,WHT,209
2022,12,INVSTG,WWH,1263
2022,14,GANGLTR,WWH,3
2022,14,INVSTG,API,12
2022,14,INVSTG,BLK,806
2022,14,INVSTG,I,1
2022,14,INVSTG,P,5
2022,14,INVSTG,WHT,179
2022,14,INVSTG,WWH,968
2022,15,GANGLTR,API,1
2022,15,GANGLTR,BLK,198
2022,15,GANGLTR,WWH,1
2022,15,INVSTG,API,7
2022,15,INVSTG,BLK,2325
2022,15,INVSTG,I,1
2022,15,INVSTG,P,3
2022,15,INVSTG,WHI,1
2022,15,INVSTG,WHT,25
2022,15,INVSTG,WWH,130
2022,16,INVSTG,API,31
2022,16,INVSTG,BLK,699
2022,16,INVSTG,I,2
2022,16,INVSTG,P,20
2022,16,INVSTG,WBH,1
2022,16,INVSTG,WHI,5
2022,16,INVSTG,WHT,1057
2022,16,INVSTG,WWH,815
2022,16,PRO,WHT,1
2022,17,INVSTG,API,52
2022,17,INVSTG,BLK,356
2022,17,INVSTG,I,4
2022,17,INVSTG,P,4
2022,17,INVSTG,WHI,1
2022,17,INVSTG,WHT,233
2022,17,INVSTG,WWH,1036
2022,18,GANGLTR,API,1
2022,18,GANGLTR,BLK,327
2022,18,GANGLTR,WHT,52
2022,18,GANGLTR,WWH,14
2022,18,INVSTG,API,26
2022,18,INVSTG,BLK,2350
2022,18,INVSTG,I,6
2022,18,INVSTG,P,4
2022,18,INVSTG,WHI,1
2022,18,INVSTG,WHT,311
2022,18,INVSTG,WWH,431
2022,19,GANGLTR,BLK,29
2022,19,GANGLTR,WWH,3
2022,19,INVSTG,API,74
2022,19,INVSTG,BLK,1221
2022,19,INVSTG,I,10
2022,19,INVSTG,P,8
2022,19,INVSTG,WHI,1
2022,19,INVSTG,WHT,460
2022,19,INVSTG,WWH,642
2022,20,GANGLTR,API,2
2022,20,GANGLTR,BLK,15
2022,20,GANGLTR,WWH,3
2022,20,INVSTG,API,88
2022,20,INVSTG,BLK,945
2022,20,INVSTG,I,11
2022,20,INVSTG,P,9
2022,20,INVSTG,WHT,491
2022,20,INVSTG,WWH,566
2022,22,GANGLTR,BLK,2
2022,22,INVSTG,API,6
2022,22,INVSTG,BLK,2118
2022,22,INVSTG,P,1
2022,22,INVSTG,WHT,77
2022,22,INVSTG,WWH,62
2022,24,GANGLTR,BLK,37
2022,24,GANGLTR,WHT,3
2022,24,GANGLTR,WWH,4
2022,24,INVSTG,API,212
2022,24,INVSTG,BLK,1445
2022,24,INVSTG,I,5
2022,24,INVSTG,P,4
2022,24,INVSTG,WHI,1
2022,24,INVSTG,WHT,367
2022,24,INVSTG,WWH,742
2022,24,PRO,BLK,1
2022,25,GANGLTR,API,1
2022,25,GANGLTR,BLK,50
2022,25,GANGLTR,WWH,1
2022,25,INVSTG,API,17
2022,25,INVSTG,BLK,1325
2022,25,INVSTG,I,2
2022,25,INVSTG,P,4
2022,25,INVSTG,WHI,1
2022,25,INVSTG,WHT,208
2022,25,INVSTG,WWH,1987
2022,25,PRO,BLK,1
2022,25,PRO,WHT,5
2022,31,INVSTG,API,4
2022,31,INVSTG,BLK,128
2022,31,INVSTG,WHI,1
2022,31,INVSTG,WHT,17
2022,31,INVSTG,WWH,50
2022,41,INVSTG,WWH,2
2023,1,GANGLTR,BLK,1
2023,1,GANGLTR,WWH,4
2023,1,INVSTG,API,48
2023,1,INVSTG,BLK,3359
2023,1,INVSTG,I,9
2023,1,INVSTG,P,5
2023,1,INVSTG,WHI,2
2023,1,INVSTG,WHT,460
2023,1,INVSTG,WWH,1195
2023,2,GANGLTR,BLK,32
2023,2,GANGLTR,WWH,1
2023,2,INVSTG,API,9
2023,2,INVSTG,BLK,3646
2023,2,INVSTG,I,1
2023,2,INVSTG,WHT,29
2023,2,INVSTG,WWH,93
2023,2,PRO,BLK,1
2023,3,GANGLTR,API,2
2023,3,GANGLTR,BLK,175
2023,3,GANGLTR,WWH,1
2023,3,INVSTG,API,9
2023,3,INVSTG,BLK,2155
2023,3,INVSTG,I,1
2023,3,INVSTG,P,1
2023,3,INVSTG,WHT,17
2023,3,INVSTG,WWH,71
2023,4,GANGLTR,BLK,6
2023,4,GANGLTR,WWH,1
2023,4,INVSTG,API,8
2023,4,INVSTG,BLK,2159
2023,4,INVSTG,I,2
2023,4,INVSTG,WHI,1
2023,4,INVSTG,WHT,70
2023,4,INVSTG,WWH,471
2023,5,INVSTG,API,14
2023,5,INVSTG,BLK,3961
2023,5,INVSTG,P,3
2023,5,INVSTG,WHT,76
2023,5,INVSTG,WWH,102
2023,5,PRO,BLK,1
2023,6,INVSTG,API,12
2023,6,INVSTG,BLK,4393
2023,6,INVSTG,I,4
2023,6,INVSTG,P,4
2023,6,INVSTG,WHI,1
2023,6,INVSTG,WHT,55
2023,6,INVSTG,WWH,94
2023,7,GANGLTR,BLK,9
2023,7,INVSTG,API,19
2023,7,INVSTG,BLK,5037
2023,7,INVSTG,I,4
2023,7,INVSTG,P,2
2023,7,INVSTG,WHT,82
2023,7,INVSTG,WWH,426
2023,7,PRO,BLK,1
2023,8,GANGLTR,BLK,85
2023,8,GANGLTR,WWH,5
2023,8,INVSTG,API,8
2023,8,INVSTG,BLK,1357
2023,8,INVSTG,I,1
2023,8,INVSTG,P,3
2023,8,INVSTG,WHI,1
2023,8,INVSTG,WHT,248
2023,8,INVSTG,WWH,1870
2023,8,PRO,BLK,5
2023,8,PRO,WHT,6
2023,8,PRO,WWH,2
2023,9,GANGLTR,WWH,6
2023,9,INVSTG,API,21
2023,9,INVSTG,BLK,1379
2023,9,INVSTG,I,3
2023,9,INVSTG,P,2
2023,9,INVSTG,WHI,1
2023,9,INVSTG,WHT,214
2023,9,INVSTG,WWH,1804
2023,10,GANGLTR,BLK,1
2023,10,GANGLTR,WWH,29
2023,10,INVSTG,API,5
2023,10,INVSTG,BLK,2039
2023,10,INVSTG,I,3
2023,10,INVSTG,P,1
2023,10,INVSTG,WHI,1
2023,10,INVSTG,WHT,98
2023,10,INVSTG,WWH,1663
2023,11,GANGLTR,BLK,266
2023,11,GANGLTR,WHT,3
2023,11,GANGLTR,WWH,10
2023,11,INVSTG,API,24
2023,11,INVSTG,BLK,5189
2023,11,INVSTG,I,5
2023,11,INVSTG,P,3
2023,11,INVSTG,WBH,1
2023,11,INVSTG,WHI,20
2023,11,INVSTG,WHT,452
2023,11,INVSTG,WWH,748
2023,11,PRO,BLK,1
2023,12,GANGLTR,BLK,9
2023,12,GANGLTR,WHT,1
2023,12,GANGLTR,WWH,34
2023,12,INVSTG,API,14
2023,12,INVSTG,BLK,1749
2023,12,INVSTG,I,3
2023,12,INVSTG,P,4
2023,12,INVSTG,WHI,1
2023,12,INVSTG,WHT,172
2023,12,INVSTG,WWH,1296
2023,14,GANGLTR,WWH,5
2023,14,INVSTG,API,12
2023,14,INVSTG,BLK,992
2023,14,INVSTG,I,5
2023,14,INVSTG,P,9
2023,14,INVSTG,WBH,1
2023,14,INVSTG,WHT,260
2023,14,INVSTG,WWH,1265
2023,15,GANGLTR,BLK,233
2023,15,GANGLTR,WWH,1
2023,15,INVSTG,API,14
2023,15,INVSTG,BLK,2463
2023,15,INVSTG,I,1
2023,15,INVSTG,P,2
2023,15,INVSTG,WBH,1
2023,15,INVSTG,WHT,44
2023,15,INVSTG,WWH,192
2023,16,INVSTG,API,46
2023,16,INVSTG,BLK,630
2023,16,INVSTG,I,3
2023,16,INVSTG,P,37
2023,16,INVSTG,WHI,5
2023,16,INVSTG,WHT,934
2023,16,INVSTG,WWH,977
2023,16,PRO,API,1
2023,17,INVSTG,API,80
2023,17,INVSTG,BLK,533
2023,17,INVSTG,I,3
2023,17,INVSTG,P,14
2023,17,INVSTG,WHI,1
2023,17,INVSTG,WHT,375
2023,17,INVSTG,WWH,1692
2023,18,GANGLTR,API,1
2023,18,GANGLTR,BLK,164
2023,18,GANGLTR,WHT,44
2023,18,GANGLTR,WWH,14
2023,18,INVSTG,API,49
2023,18,INVSTG,BLK,2661
2023,18,INVSTG,I,2
2023,18,INVSTG,P,7
2023,18,INVSTG,WHT,374
2023,18,INVSTG,WWH,601
2023,18,PRO,WWH,1
2023,19,GANGLTR,API,2
2023,19,GANGLTR,BLK,90
2023,19,INVSTG,API,77
2023,19,INVSTG,BLK,1223
2023,19,INVSTG,I,16
2023,19,INVSTG,P,10
2023,19,INVSTG,WHI,3
2023,19,INVSTG,WHT,446
2023,19,INVSTG,WWH,931
2023,19,PRO,BLK,1
2023,20,GANGLTR,API,1
2023,20,GANGLTR,BLK,33
2023,20,GANGLTR,WHT,4
2023,20,GANGLTR,WWH,11
2023,20,INVSTG,API,138
2023,20,INVSTG,BLK,1014
2023,20,INVSTG,I,22
2023,20,INVSTG,P,12
2023,20,INVSTG,WHI,1
2023,20,INVSTG,WHT,611
2023,20,INVSTG,WWH,831
2023,22,INVSTG,API,16
2023,22,INVSTG,BLK,1979
2023,22,INVSTG,I,1
2023,22,INVSTG,P,1
2023,22,INVSTG,WHT,101
2023,22,INVSTG,WWH,92
2023,24,GANGLTR,API,2
2023,24,GANGLTR,BLK,76
2023,24,GANGLTR,WHT,11
2023,24,GANGLTR,WWH,3
2023,24,INVSTG,API,130
2023,24,INVSTG,BLK,1440
2023,24,INVSTG,I,6
2023,24,INVSTG,P,2
2023,24,INVSTG,WHI,1
2023,24,INVSTG,WHT,299
2023,24,INVSTG,WWH,803
2023,25,GANGLTR,BLK,34
2023,25,GANGLTR,WWH,1
2023,25,INVSTG,API,7
2023,25,INVSTG,BLK,1371
2023,25,INVSTG,I,5
2023,25,INVSTG,P,5
2023,25,INVSTG,WHT,225
2023,25,INVSTG,WWH,2234
2023,31,INVSTG,BLK,113
2023,31,INVSTG,P,1
2023,31,INVSTG,WBH,1
2023,31,INVSTG,WHT,22
2023,31,INVSTG,WWH,64
2023,41,INVSTG,BLK,7
2023,41,INVSTG,WHT,2
2023,61,INVSTG,BLK,2
